movie,year,rating,genre,runtime_min,imdb,metascore,votes
Aquila,1997.0,,"['Comedy', ' Drama', ' Family']",,8.1,,305.0
Astartes,2018.0,,"['Animation', ' Action', ' Fantasy']",,9.3,,1020.0
Robot Trains,2017.0,G,"['Animation', ' Action', ' Adventure']",14.0,6.4,,94.0
Woken,,,['Sci-Fi'],,,,
The Roller Blade Seven,1991.0,,"['Action', ' Sci-Fi']",96.0,2.1,,469.0
Swarmed,2005.0,PG-13,"['Action', ' Drama', ' Horror']",96.0,3.7,,1315.0
Rumors of Wars,2014.0,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",89.0,4.3,,535.0
Storm Trooper,1998.0,NR,"['Action', ' Drama', ' Horror']",86.0,3.3,,361.0
When Women Lost Their Tails,1972.0,R,"['Comedy', ' Fantasy', ' Sci-Fi']",94.0,3.8,,248.0
The Future Is Wild,2003.0,,"['Documentary', ' Animation', ' Sci-Fi']",25.0,7.6,,817.0
Alien: Alone,2019.0,,"['Short', ' Drama', ' Horror']",12.0,5.8,,642.0
Everything Will Change,2021.0,,"['Drama', ' Sci-Fi']",93.0,6.8,,72.0
Imagine Dragons: Radioactive,2012.0,,"['Music', ' Sci-Fi']",4.0,7.5,,569.0
Virt,,NR,"['Action', ' Sci-Fi']",,,,
Ultraforce,1995.0,PG,"['Animation', ' Action', ' Sci-Fi']",25.0,6.0,,133.0
Elysium,2003.0,,"['Animation', ' Action', ' Comedy']",85.0,3.9,,322.0
The Alpha Incident,1978.0,PG,"['Horror', ' Sci-Fi', ' Thriller']",95.0,3.9,,933.0
Ripper,1996.0,PG-13,"['Adventure', ' Crime', ' Horror']",,7.3,,254.0
Superman: Brainiac Attacks,2006.0,NR,"['Animation', ' Action', ' Sci-Fi']",76.0,5.8,,4580.0
Europa,,,['Sci-Fi'],,,,
Final Fantasy VIII,1999.0,PG-13,"['Action', ' Adventure', ' Fantasy']",,8.7,,5971.0
Mouse-X,2014.0,,"['Short', ' Mystery', ' Sci-Fi']",15.0,6.9,,902.0
Xchange,2001.0,R,"['Sci-Fi', ' Thriller']",110.0,5.5,,2590.0
Ticking Clock,2011.0,R,"['Action', ' Mystery', ' Sci-Fi']",101.0,5.2,,3447.0
Collider,2018.0,,"['Action', ' Sci-Fi']",84.0,3.6,,401.0
Death House,1988.0,NR,"['Action', ' Horror', ' Sci-Fi']",90.0,4.1,,527.0
The First Men in the Moon,2010.0,,"['Drama', ' Sci-Fi']",88.0,6.1,,1072.0
Velocity Trap,1999.0,R,"['Action', ' Sci-Fi']",86.0,4.5,,849.0
Rudraksh,2004.0,,"['Action', ' Fantasy', ' Sci-Fi']",143.0,2.7,,1280.0
Curse of Snakes Valley,1988.0,,"['Adventure', ' Sci-Fi', ' Thriller']",99.0,5.4,,682.0
S.M.A.S.H.!,2022.0,G,"['Animation', ' Short', ' Action']",11.0,,,
The Brood,,,"['Horror', ' Sci-Fi']",,,,
The Barbados Project,2022.0,,"['Action', ' Adventure', ' Horror']",60.0,4.9,,30.0
Lobo,2000.0,NC-17,"['Animation', ' Short', ' Action']",2.0,5.7,,134.0
Island Claws,1980.0,NR,"['Horror', ' Sci-Fi']",82.0,4.3,,518.0
Re\Visioned: Tomb Raider Animated Series,2007.0,,"['Animation', ' Action', ' Adventure']",6.0,6.6,,132.0
Dark World,2010.0,NR,"['Adventure', ' Fantasy', ' Mystery']",100.0,4.6,,1125.0
Digimon Adventure tri. Part 2: Determination,2016.0,,"['Animation', ' Action', ' Adventure']",84.0,7.2,,1225.0
Duke Nukem,,,"['Action', ' Horror', ' Sci-Fi']",,,,
South of Hope Street,,,['Sci-Fi'],95.0,,,
Karishma Kaa Karishma,2003.0,,"['Comedy', ' Family', ' Fantasy']",,7.1,,650.0
En tu cabeza,2016.0,,['Sci-Fi'],67.0,6.0,,210.0
VHS Massacre,2016.0,NR,"['Documentary', ' Comedy', ' History']",72.0,5.7,,809.0
Mindkiller,1987.0,R,"['Horror', ' Sci-Fi']",84.0,4.1,,250.0
Tinker',2017.0,PG,"['Drama', ' Family', ' Sci-Fi']",97.0,5.2,,866.0
Plan B,2017.0,,"['Drama', ' Sci-Fi']",30.0,8.2,,214.0
Aliens Ate My Homework,2018.0,PG,"['Adventure', ' Comedy', ' Family']",90.0,4.2,,1470.0
God's Puzzle,2008.0,,['Sci-Fi'],134.0,5.8,,418.0
Lifeform,,,"['Sci-Fi', ' Thriller']",,,,
X-MEN: Children of the Atom,2023.0,,"['Action', ' Adventure', ' Drama']",,,,
UFOria,1984.0,PG,"['Comedy', ' Sci-Fi']",93.0,6.3,,468.0
Omega Cop,1990.0,R,"['Action', ' Sci-Fi']",87.0,2.8,,585.0
O Desafio dos Super Amigos,1978.0,G,"['Animation', ' Action', ' Family']",30.0,7.5,,1723.0
Rogue Warrior: Robot Fighter,2016.0,NR,"['Action', ' Sci-Fi']",101.0,4.4,,5059.0
Rocky and Bullwinkle,2014.0,PG,"['Animation', ' Short', ' Comedy']",9.0,6.5,,140.0
XCOM 2,2016.0,PG-13,"['Action', ' Sci-Fi', ' Thriller']",,8.2,,840.0
Alien Country,,,['Sci-Fi'],,,,
The Alien Report,2022.0,,"['Horror', ' Sci-Fi', ' Thriller']",81.0,,,
Riftworld Chronicles,2015.0,,"['Comedy', ' Drama', ' Fantasy']",48.0,8.2,,252.0
Dead Weekend,1995.0,R,"['Comedy', ' Fantasy', ' Sci-Fi']",82.0,2.5,,375.0
Monster Allergy,2005.0,,"['Animation', ' Action', ' Adventure']",23.0,7.2,,276.0
Star Wars: The Old Republic - Onslaught,2019.0,,"['Action', ' Adventure', ' Fantasy']",,6.9,,92.0
Gekijouban Macross Delta: Zettai Live!!!!!!,2021.0,,"['Animation', ' Action', ' Adventure']",110.0,7.4,,11.0
Guilty Gear: Strive,2021.0,PG-13,"['Action', ' Fantasy', ' Sci-Fi']",,7.9,,93.0
The Astrologer,1976.0,R,"['Drama', ' Romance', ' Sci-Fi']",96.0,4.8,,253.0
Prehysteria! 2,1994.0,PG,"['Adventure', ' Comedy', ' Family']",82.0,4.0,,530.0
Nasty,2015.0,,"['Short', ' Drama', ' Fantasy']",15.0,6.7,,74.0
Saltwater,2016.0,PG-13,"['Action', ' Adventure', ' Comedy']",90.0,3.6,,734.0
Itopia,2022.0,,['Sci-Fi'],,,,
The Phantom Warrior,,,"['Adventure', ' Fantasy', ' Sci-Fi']",,,,
Agent for H.A.R.M.,1966.0,G,"['Action', ' Adventure', ' Sci-Fi']",84.0,2.3,,1469.0
Eve,2015.0,,"['Drama', ' Family', ' Sci-Fi']",28.0,6.4,,183.0
Labyrinthus,2014.0,,"['Adventure', ' Family', ' Sci-Fi']",99.0,6.0,,425.0
Fire Twister,2015.0,PG-13,"['Action', ' Adventure', ' Drama']",85.0,2.5,,643.0
Dragon Pilot: Hisone and Masotan,2018.0,PG-13,"['Animation', ' Fantasy', ' Sci-Fi']",30.0,6.9,,512.0
Soulmates,2022.0,,"['Drama', ' Fantasy', ' Musical']",,,,
Galactic Gigolo,1987.0,R,"['Comedy', ' Sci-Fi']",80.0,3.3,,294.0
Indigo Prophecy,2005.0,PG-13,"['Action', ' Crime', ' Fantasy']",,8.4,,3086.0
Before I Hang,1940.0,G,"['Crime', ' Horror', ' Sci-Fi']",62.0,6.1,,1269.0
Letters from the Big Man,2011.0,NR,"['Drama', ' Sci-Fi']",104.0,6.3,66.0,203.0
Satanik,1968.0,NR,"['Crime', ' Sci-Fi', ' Thriller']",86.0,4.6,,407.0
Monica and Friends,1976.0,G,"['Animation', ' Short', ' Adventure']",7.0,8.2,,132.0
Black Rock Shooter,2012.0,PG-13,"['Animation', ' Action', ' Drama']",,6.4,,647.0
Gagamboy,2004.0,,"['Action', ' Comedy', ' Fantasy']",100.0,5.6,,126.0
StarCraft,1998.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",,9.2,,5250.0
21st Century Cleo,2023.0,,"['Action', ' Drama', ' Family']",,,,
Skate God,,,"['Action', ' Fantasy', ' Sci-Fi']",,,,
Cleric,2014.0,,"['Action', ' Adventure', ' Sci-Fi']",,4.1,,25.0
Sunset Overdrive,2014.0,PG-13,"['Action', ' Adventure', ' Comedy']",,7.8,,1043.0
Gatchaman,1972.0,PG,"['Animation', ' Action', ' Adventure']",25.0,7.9,,752.0
Strange Events 2,2019.0,,"['Drama', ' Horror', ' Mystery']",70.0,5.5,,1738.0
Doraemon the Movie: Nobita's New Great Adventure into the Underworld,2007.0,,"['Animation', ' Adventure', ' Comedy']",112.0,7.0,,840.0
Flashes - The Director's Cut,2014.0,NR,"['Drama', ' Sci-Fi', ' Thriller']",101.0,4.5,,257.0
Simon's Got a Gift,2019.0,,"['Drama', ' Family', ' Romance']",103.0,6.6,,609.0
The Flame Barrier,1958.0,,"['Horror', ' Sci-Fi']",70.0,4.7,,196.0
The Item,1999.0,R,"['Action', ' Comedy', ' Crime']",100.0,2.7,,923.0
Crysis 2,2011.0,PG-13,"['Action', ' Mystery', ' Sci-Fi']",,7.8,,5067.0
Four Sided Triangle,1953.0,G,"['Romance', ' Sci-Fi']",81.0,5.8,,739.0
Akira,,,"['Animation', ' Action', ' Drama']",,,,
Mobile Suit Gundam III: Encounters in Space,1982.0,,"['Animation', ' Action', ' Drama']",144.0,7.7,,1279.0
Helix,2015.0,,"['Action', ' Mystery', ' Sci-Fi']",98.0,4.1,,1133.0
Tekken 4,2001.0,PG-13,"['Action', ' Comedy', ' Drama']",,7.3,,1321.0
The Bamboo Saucer,1968.0,G,['Sci-Fi'],103.0,5.4,,483.0
Pokémon the Movie: White - Victini and Zekrom,2011.0,NR,"['Animation', ' Adventure', ' Drama']",97.0,5.7,,1725.0
Gundam Build Fighters,2013.0,PG-13,"['Animation', ' Action', ' Comedy']",25.0,7.3,,260.0
The Irregular at Magic High School: Reminiscence Arc,2021.0,,"['Animation', ' Action', ' Fantasy']",,7.4,,68.0
Man Alive,,,"['Sci-Fi', ' Thriller']",,,,
Portal Runner,2021.0,,['Sci-Fi'],72.0,5.5,,44.0
Blood Monkey,2007.0,NR,"['Action', ' Adventure', ' Horror']",90.0,3.1,,1401.0
Sex Files: Pleasure World,1998.0,NC-17,"['Romance', ' Sci-Fi']",91.0,3.8,,83.0
Station 211,,,"['Adventure', ' Sci-Fi']",,,,
Lifeform,1996.0,R,"['Sci-Fi', ' Thriller']",90.0,4.8,,700.0
Blue Submarine No. 6,1998.0,NR,"['Animation', ' Action', ' Sci-Fi']",30.0,6.7,,1225.0
Lego Star Wars: The Video Game,2005.0,G,"['Action', ' Adventure', ' Comedy']",,8.1,,2718.0
The Lost World,1998.0,R,"['Adventure', ' Sci-Fi']",97.0,3.8,,917.0
Quantum Apocalypse,2010.0,NR,"['Action', ' Adventure', ' Drama']",95.0,3.0,,2144.0
Secret Squadron Gorenger,1975.0,PG,"['Action', ' Adventure', ' Drama']",30.0,7.6,,107.0
The Devil Commands,1941.0,G,"['Horror', ' Sci-Fi']",65.0,6.1,,1218.0
The Great Martian War 1913 - 1917,2013.0,,"['Drama', ' Sci-Fi', ' War']",90.0,6.8,,448.0
Reign,,,"['Action', ' Drama', ' Sci-Fi']",,,,
Amongst Heroes,2010.0,,"['Action', ' Adventure', ' Sci-Fi']",98.0,5.1,,1336.0
Studio 666,2005.0,,"['Horror', ' Music', ' Sci-Fi']",76.0,2.7,,387.0
The Man Who Could Work Miracles,1936.0,NR,"['Comedy', ' Family', ' Fantasy']",82.0,7.0,,1447.0
Painkillers,2015.0,NR,"['Action', ' Sci-Fi', ' Thriller']",104.0,4.1,,702.0
Kizazi Moto: Generation Fire,2022.0,G,"['Animation', ' Short', ' Adventure']",10.0,,,
Doja Cat Feat. SZA: Kiss Me More,2021.0,,"['Fantasy', ' Music', ' Sci-Fi']",5.0,7.8,,76.0
Disco Raja,2020.0,NR,"['Action', ' Crime', ' Drama']",141.0,6.1,,1461.0
Aldnoah.Zero,2014.0,PG-13,"['Animation', ' Action', ' Adventure']",25.0,7.2,,2264.0
Wonderful Days,2003.0,NR,"['Animation', ' Action', ' Adventure']",86.0,6.7,53.0,9280.0
Ultrakill,2020.0,PG-13,"['Action', ' Adventure', ' Fantasy']",,9.0,,54.0
Gamera the Brave,2005.0,NR,"['Action', ' Adventure', ' Family']",96.0,6.6,,1242.0
Mutant World,2014.0,NR,['Sci-Fi'],82.0,2.8,,705.0
Birchanger Green,,,['Sci-Fi'],,,,
Deluge,1933.0,,"['Action', ' Adventure', ' Drama']",70.0,6.3,,573.0
Cerebrum,2021.0,,"['Sci-Fi', ' Thriller']",120.0,3.8,,227.0
The Matrix Online,2005.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",,6.6,,513.0
Bionic,2011.0,,"['Short', ' Sci-Fi']",3.0,5.6,,35.0
Zoo,2005.0,,"['Drama', ' Horror', ' Mystery']",120.0,6.7,,559.0
MutantLand,2010.0,,"['Animation', ' Short', ' Horror']",4.0,6.3,,178.0
The Lawless Land,1988.0,R,"['Sci-Fi', ' Action', ' Adventure']",81.0,4.9,,127.0
The Adventures of the Electronic,1979.0,,"['Adventure', ' Comedy', ' Crime']",215.0,7.6,,2002.0
Don't Grow Up,2015.0,R,"['Drama', ' Horror', ' Sci-Fi']",81.0,4.6,,1211.0
Janelle Monáe: Dirty Computer,2018.0,NR,"['Music', ' Sci-Fi']",49.0,7.6,,922.0
Final Fantasy XIII-2,2011.0,PG-13,"['Action', ' Adventure', ' Fantasy']",,7.2,,1007.0
DRAMAtical Murder,2014.0,NC-17,"['Animation', ' Action', ' Sci-Fi']",,5.8,,390.0
Adresi Olmayan Ev,,,['Sci-Fi'],,,,
The Vengeance of Doctor Mabuse,1972.0,,"['Crime', ' Horror', ' Sci-Fi']",100.0,4.1,,333.0
Infinite Crisis,2015.0,PG-13,"['Action', ' Sci-Fi']",,7.4,,95.0
Larva,2005.0,R,"['Horror', ' Sci-Fi']",96.0,4.2,,1257.0
Echo Park,2022.0,,['Sci-Fi'],,,,
Mobile Suit Gundam II: Soldiers of Sorrow,1981.0,,"['Animation', ' Action', ' Drama']",139.0,7.2,,1313.0
Kaitou Sentai Lupinranger VS Keisatsu Sentai Patranger,2018.0,PG,"['Action', ' Adventure', ' Comedy']",25.0,7.5,,150.0
Alien Nation: Dark Horizon,1994.0,,"['Crime', ' Drama', ' Sci-Fi']",90.0,6.5,,1481.0
2047: Sights of Death,2014.0,PG-13,"['Action', ' Sci-Fi', ' Thriller']",89.0,2.5,,1500.0
The Broken Key,2017.0,,"['History', ' Sci-Fi', ' Thriller']",125.0,2.5,,395.0
Virgo and the Sparklings,,,"['Action', ' Drama', ' Fantasy']",,,,
Apocalypse Rising,2018.0,NC-17,"['Adventure', ' Comedy', ' Fantasy']",83.0,4.5,,782.0
UFO Baby,1998.0,,"['Animation', ' Comedy', ' Sci-Fi']",25.0,8.0,,92.0
Space Goofs,1997.0,G,"['Animation', ' Comedy', ' Family']",30.0,6.7,,521.0
Sailor Moon,1994.0,G,"['Animation', ' Action', ' Fantasy']",11.0,4.0,,10.0
Ruined King: A League of Legends Story,2021.0,,"['Action', ' Adventure', ' Fantasy']",,7.5,,34.0
Interceptor,1992.0,R,"['Action', ' Sci-Fi']",92.0,4.8,,698.0
Gamera vs. Viras,1968.0,NR,"['Action', ' Adventure', ' Family']",75.0,4.5,,1669.0
It's Alive!,1969.0,NR,"['Horror', ' Sci-Fi']",80.0,2.7,,897.0
Quest for Love,1971.0,NR,"['Drama', ' Mystery', ' Romance']",87.0,6.6,,537.0
No More Heroes III,2021.0,,"['Action', ' Adventure', ' Comedy']",,8.4,,69.0
Bigfoot vs the Illuminati,2020.0,,"['Animation', ' Horror', ' Sci-Fi']",76.0,2.9,,123.0
Final Fantasy X-2,2003.0,PG-13,"['Action', ' Adventure', ' Fantasy']",,7.0,,2862.0
The Galaxy Invader,1985.0,PG,"['Horror', ' Sci-Fi']",79.0,2.9,,1324.0
The Electric Man,2022.0,,['Sci-Fi'],90.0,3.8,,291.0
Sonic Heroes,2003.0,G,"['Action', ' Adventure', ' Fantasy']",,6.9,,1077.0
We've Forgotten More Than We Ever Knew,2016.0,NR,"['Drama', ' Sci-Fi']",88.0,5.0,,552.0
Fright Night,1970.0,,"['Comedy', ' Fantasy', ' Horror']",120.0,7.1,,41.0
Deep Core,2000.0,PG-13,"['Action', ' Sci-Fi', ' Thriller']",80.0,3.1,,1296.0
Masters of Science Fiction,2007.0,,"['Drama', ' Fantasy', ' Horror']",42.0,6.7,,2127.0
Urusei Yatsura: Only You,1983.0,,"['Animation', ' Comedy', ' Fantasy']",101.0,6.7,,708.0
Escape to Grizzly Mountain,2000.0,G,"['Family', ' Sci-Fi', ' Western']",95.0,5.8,,285.0
The 3rd Birthday,2010.0,PG-13,"['Action', ' Drama', ' Fantasy']",,7.3,,195.0
Conceiving Ada,1997.0,NR,"['Drama', ' Fantasy', ' Sci-Fi']",85.0,5.0,,509.0
Mysteries of the Unknown,2020.0,,['Sci-Fi'],,6.7,,29.0
Teknoman,1995.0,G,"['Animation', ' Action', ' Drama']",,8.5,,70.0
Seaquest DSV,1994.0,G,"['Action', ' Adventure', ' Sci-Fi']",,7.9,,43.0
We Lost Our Human,2023.0,G,"['Animation', ' Short', ' Adventure']",103.0,,,
Unearthly Stranger,1963.0,,"['Horror', ' Mystery', ' Sci-Fi']",78.0,6.4,,787.0
Dragon Blade,2018.0,PG-13,"['Action', ' Adventure', ' Drama']",96.0,,,
Jurassic Park: The Game,2011.0,PG-13,"['Action', ' Adventure', ' Drama']",,6.8,,446.0
Returned,2015.0,NR,['Sci-Fi'],90.0,3.0,,153.0
Chloe Chronicles Smallville,2003.0,,"['Short', ' Mystery', ' Sci-Fi']",,6.5,,189.0
Dishonored: Death of the Outsider,2017.0,PG-13,"['Action', ' Adventure', ' Fantasy']",,7.8,,892.0
009-1,2006.0,NC-17,"['Animation', ' Action', ' Crime']",,6.4,,205.0
Armada,,,"['Action', ' Sci-Fi']",,,,
Tora Tora,2017.0,,"['Comedy', ' Family', ' Sci-Fi']",118.0,7.5,,1153.0
Convict 762,1997.0,NR,"['Action', ' Mystery', ' Sci-Fi']",97.0,3.2,,423.0
Starship Troopers: Deleted Scenes,1998.0,NR,"['Short', ' Action', ' Fantasy']",14.0,6.9,,22.0
EarthBound,1994.0,PG-13,"['Adventure', ' Comedy', ' Fantasy']",,8.9,,1065.0
Deadly Reunion,2016.0,,"['Horror', ' Mystery', ' Sci-Fi']",72.0,2.9,,115.0
The Chicken from Outer Space,1996.0,,"['Animation', ' Short', ' Comedy']",8.0,7.7,,764.0
Doomsday,2015.0,NR,"['Action', ' Sci-Fi']",95.0,3.2,,235.0
Exo,,,"['Sci-Fi', ' Thriller']",,,,
The Minutes,2012.0,,"['Short', ' Sci-Fi']",17.0,6.4,,153.0
Flatland,2007.0,,"['Animation', ' Fantasy', ' Sci-Fi']",95.0,6.8,,1155.0
Alien Terror,1971.0,,"['Sci-Fi', ' Horror']",90.0,3.2,,275.0
Code Geass: Lelouch of the Rebellion - Emperor,2018.0,,"['Animation', ' Action', ' Sci-Fi']",120.0,7.6,,435.0
Digimon Fusion,2013.0,PG,"['Animation', ' Action', ' Adventure']",,6.5,,565.0
Life on Mars,,,['Sci-Fi'],,,,
Alien Lockdown,2004.0,R,"['Action', ' Horror', ' Sci-Fi']",90.0,3.6,,884.0
2036 Apocalypse Earth,2019.0,,"['Action', ' Adventure', ' Crime']",90.0,6.5,,25.0
Lobster Man from Mars,1989.0,PG,"['Comedy', ' Horror', ' Sci-Fi']",82.0,5.3,,649.0
Dark Hole,2021.0,,"['Action', ' Fantasy', ' Mystery']",60.0,6.0,,428.0
Existir,2021.0,,"['Fantasy', ' Sci-Fi']",82.0,5.3,,14.0
Moonbase 3,1973.0,,"['Drama', ' Sci-Fi']",50.0,6.8,,148.0
The Chasing World,2008.0,,"['Horror', ' Mystery', ' Sci-Fi']",98.0,5.3,,279.0
Flying Phantom Ship,1969.0,,"['Animation', ' Adventure', ' Comedy']",61.0,6.8,,634.0
A for Andromeda,1961.0,,"['Drama', ' Sci-Fi']",45.0,7.2,,122.0
626 Evolution,2017.0,,"['Action', ' Sci-Fi']",79.0,3.9,,194.0
Watch the Sky,2017.0,,"['Drama', ' Sci-Fi']",87.0,3.6,,217.0
The Time Machine,1949.0,,"['Drama', ' Sci-Fi']",60.0,7.0,,43.0
"Benji, Zax & the Alien Prince",1983.0,,"['Family', ' Sci-Fi']",22.0,7.8,,498.0
Gallery of Horror,1967.0,NR,"['Drama', ' Fantasy', ' Horror']",83.0,3.4,,707.0
Mis/Identity,2022.0,,"['Short', ' Sci-Fi', ' Thriller']",,,,
The Clinic,2018.0,,"['Action', ' Horror', ' Mystery']",90.0,6.2,,51.0
Invisible,2016.0,,"['Drama', ' Sci-Fi', ' Thriller']",,6.2,,47.0
La fuga,2012.0,,"['Action', ' Adventure', ' Drama']",90.0,6.5,,273.0
Taking Tiger Mountain: Revisited,2019.0,,"['Drama', ' Sci-Fi']",77.0,5.6,,58.0
Nostradamus,2000.0,NC-17,"['Action', ' Adventure', ' Sci-Fi']",88.0,4.4,,672.0
"Roswell Conspiracies: Aliens, Myths & Legends",1997.0,G,"['Animation', ' Action', ' Mystery']",25.0,7.5,,225.0
Dark Matters: Twisted But True,2011.0,,"['Documentary', ' Horror', ' Sci-Fi']",30.0,7.9,,892.0
An American Hippie in Israel,1972.0,R,"['Action', ' Comedy', ' Sci-Fi']",93.0,4.8,,658.0
Dead Meat,2004.0,R,"['Action', ' Comedy', ' Horror']",80.0,4.7,,2297.0
The American Astronaut,2001.0,NR,"['Musical', ' Comedy', ' Sci-Fi']",91.0,6.9,51.0,3138.0
Mirror's Edge,2008.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",,7.6,,3930.0
Lego Star Wars: All-Stars,2018.0,G,"['Animation', ' Action', ' Adventure']",22.0,6.5,,348.0
How to Make a Doll,1968.0,NR,"['Sci-Fi', ' Comedy']",81.0,2.9,,305.0
Firefly,2005.0,,"['Drama', ' Sci-Fi']",104.0,5.2,,117.0
Killer Rats,2003.0,R,"['Horror', ' Sci-Fi', ' Thriller']",92.0,3.4,,1146.0
Alien Origin,2012.0,NR,"['Action', ' Adventure', ' Horror']",88.0,1.9,,1631.0
Half-Shell Heroes: Blast to the Past,2015.0,,"['Animation', ' Short', ' Action']",44.0,6.7,,157.0
Ground Control to Psychoelectric Girl,2011.0,G,"['Animation', ' Comedy', ' Drama']",24.0,6.6,,233.0
Punch Line,2015.0,PG-13,"['Animation', ' Adventure', ' Comedy']",23.0,6.1,,256.0
Inception of Chaos,2012.0,,"['Short', ' Drama', ' Sci-Fi']",30.0,,,
Santo and Blue Demon vs. the Monsters,1970.0,,"['Action', ' Adventure', ' Fantasy']",85.0,6.0,,393.0
Future-Worm!,2015.0,G,"['Animation', ' Comedy', ' Family']",22.0,5.3,,261.0
The War of the Worlds,2005.0,NR,"['Sci-Fi', ' Action', ' Drama']",179.0,2.7,,2442.0
Samurai Jack: Battle Through Time,2020.0,PG-13,"['Action', ' Adventure', ' Fantasy']",97.0,7.9,,105.0
UFO Ultramaiden Valkyrie,2002.0,NC-17,"['Animation', ' Comedy', ' Sci-Fi']",,6.6,,81.0
Chandu the Magician,1932.0,G,"['Action', ' Adventure', ' Comedy']",71.0,6.2,,1050.0
The Phantom Empire,1935.0,G,"['Family', ' Sci-Fi', ' Western']",245.0,6.3,,494.0
Friend of the World,2020.0,NC-17,"['Comedy', ' Horror', ' Sci-Fi']",50.0,6.1,,36.0
Swamp Zombies 2,2018.0,,"['Action', ' Comedy', ' Horror']",72.0,4.4,,118.0
Fireball,2009.0,R,"['Action', ' Adventure', ' Drama']",94.0,5.0,,1012.0
Mnemonix,2023.0,G,"['Action', ' Drama', ' Sci-Fi']",90.0,,,
Perfect Dark,2000.0,,"['Action', ' Adventure', ' Sci-Fi']",,8.7,,1548.0
Identicals,2015.0,R,"['Sci-Fi', ' Thriller']",100.0,4.9,,4108.0
Doctor Who: The Edge of Reality,2021.0,,"['Adventure', ' Drama', ' Sci-Fi']",,5.6,,41.0
Aftershock,1990.0,R,"['Action', ' Sci-Fi']",91.0,4.1,,368.0
Numbers,2020.0,,"['Drama', ' Sci-Fi']",104.0,5.6,,226.0
Scarlet Nexus,2021.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",,7.0,,164.0
Em Sua Marca,1995.0,,"['Animation', ' Music', ' Sci-Fi']",7.0,7.5,,4030.0
The Murdered Young Girl,1974.0,NC-17,"['Crime', ' Drama', ' Mystery']",100.0,5.5,,108.0
Get Backers,2002.0,PG,"['Animation', ' Action', ' Adventure']",24.0,7.4,,1012.0
Eyeborgs,2009.0,R,"['Action', ' Crime', ' Horror']",102.0,4.9,,2258.0
Spank,2003.0,,"['Drama', ' Sci-Fi', ' Short']",19.0,7.5,,55.0
Vice Academy 5,1996.0,R,"['Comedy', ' Crime', ' Sci-Fi']",89.0,3.8,,173.0
Captain Vyom,1998.0,,"['Action', ' Sci-Fi']",24.0,8.4,,421.0
The Falls,1980.0,NR,"['Comedy', ' Sci-Fi']",195.0,7.2,,1550.0
Patlabor: The TV Series,1989.0,,"['Animation', ' Action', ' Comedy']",25.0,7.7,,649.0
Soulkeeper,2001.0,R,"['Action', ' Adventure', ' Comedy']",105.0,4.9,,1254.0
14 Going on 30,1988.0,G,"['Comedy', ' Family', ' Romance']",94.0,6.3,,339.0
Alistair1918,2015.0,,"['Drama', ' Sci-Fi']",86.0,5.8,,293.0
Watch Movie Free Online,2019.0,,"['Action', ' Adventure', ' Comedy']",45.0,7.3,,151.0
The Curse of the Komodo,2004.0,R,"['Adventure', ' Horror', ' Sci-Fi']",92.0,2.9,,1594.0
Dancing on the Dark Side of the Moon,2021.0,NR,['Sci-Fi'],61.0,3.8,,45.0
Dragon: The Weapon of God,2022.0,,"['Action', ' Adventure', ' Fantasy']",106.0,1.5,,263.0
Robotech: The Movie,1986.0,PG,"['Animation', ' Action', ' Music']",87.0,6.2,,440.0
Black Magic M-66,1987.0,,"['Animation', ' Action', ' Sci-Fi']",48.0,6.4,,1184.0
Totally Spies! The Movie,2009.0,G,"['Animation', ' Action', ' Adventure']",75.0,6.3,,683.0
Maybe,1999.0,,"['Comedy', ' Drama', ' Sci-Fi']",109.0,5.8,,1647.0
Hysteria,1997.0,NR,"['Drama', ' Sci-Fi', ' Thriller']",103.0,5.5,,263.0
Robo-Dog,2015.0,NR,"['Family', ' Sci-Fi']",87.0,4.2,,291.0
Lego DC Super Heroes: Justice League - Attack of the Legion of Doom!,2015.0,NR,"['Animation', ' Action', ' Adventure']",77.0,6.2,,1676.0
Subliminal Seduction,1996.0,R,"['Drama', ' Sci-Fi', ' Thriller']",81.0,3.8,,264.0
Annihilation Earth,2009.0,,"['Action', ' Drama', ' Sci-Fi']",90.0,3.1,,853.0
The All-New Super Friends Hour,1977.0,,"['Animation', ' Action', ' Adventure']",60.0,7.1,,1808.0
s-CRY-ed,2001.0,PG,"['Animation', ' Action', ' Adventure']",629.0,6.9,,1131.0
Regenerated Man,1994.0,R,"['Horror', ' Sci-Fi']",89.0,4.0,,130.0
Lost Vegas,2022.0,,"['Action', ' Horror', ' Sci-Fi']",,,,
The Secret Adventures of Tom Thumb,1993.0,NR,"['Animation', ' Adventure', ' Sci-Fi']",60.0,7.3,,1560.0
The Swamp of the Ravens,1974.0,R,"['Horror', ' Sci-Fi']",83.0,3.5,,405.0
Automatic,1995.0,R,"['Action', ' Sci-Fi', ' Thriller']",90.0,5.2,,808.0
Alien: Specimen,2019.0,,"['Short', ' Horror', ' Sci-Fi']",10.0,6.5,,789.0
Bloodborne: The Old Hunters,2015.0,PG-13,"['Action', ' Adventure', ' Fantasy']",,9.4,,1577.0
