movie,year,rating,genre,runtime_min,imdb,metascore,votes
Mysterious Island,1995.0,,"['Adventure', ' Drama', ' Sci-Fi']",85.0,7.1,,257.0
The Return of the Rocketeer,,,"['Action', ' Adventure', ' Family']",,,,
Corporate Monster,2019.0,,"['Short', ' Action', ' Horror']",14.0,6.8,,358.0
Enslaved: Odyssey to the West,2010.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",,8.1,,1584.0
The Day After Tomorrow: Deleted Scenes,2018.0,,"['Short', ' Action', ' Adventure']",,6.8,,194.0
Ava,2020.0,,"['Sci-Fi', ' Thriller']",99.0,3.6,,103.0
Lurid Tales: The Castle Queen,1998.0,R,"['Drama', ' Fantasy', ' Sci-Fi']",76.0,4.1,,130.0
Walk Away,2020.0,,"['Sci-Fi', ' Thriller']",91.0,3.8,,245.0
Mega Time Squad,2018.0,,"['Action', ' Adventure', ' Comedy']",86.0,5.8,,1669.0
Frogtown II,1992.0,PG-13,"['Sci-Fi', ' Action']",90.0,3.3,,389.0
The Monsters,1962.0,,['Sci-Fi'],50.0,7.9,,34.0
Merry Little Batman,2022.0,,"['Animation', ' Action', ' Adventure']",,,,
Mysteriet på Greveholm,1996.0,,"['Comedy', ' Family', ' Fantasy']",15.0,8.1,,1723.0
The Ape Man,1943.0,G,"['Drama', ' Horror', ' Sci-Fi']",64.0,4.4,,1349.0
Mirror's Edge: Catalyst,2016.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",,6.8,,1111.0
Kamen Rider Saber + Kikai Sentai Zenkaiger: Super Hero Senki,2021.0,PG,"['Action', ' Adventure', ' Comedy']",98.0,7.2,,80.0
Power Rangers Unworthy,2018.0,,"['Action', ' Fantasy', ' Sci-Fi']",,9.4,,54.0
The Worst Guy of All Time (and the Girl Who Came to Kill Him),,,"['Comedy', ' Drama', ' Sci-Fi']",,,,
Mobile Suit Gundam: The Origin - Advent of the Red Comet,2019.0,,"['Animation', ' Action', ' Drama']",,8.1,,81.0
Transmorphers: Fall of Man,2009.0,R,"['Action', ' Adventure', ' Sci-Fi']",86.0,2.1,,1671.0
Overwatch Origin Stories,2014.0,,"['Animation', ' Short', ' Sci-Fi']",2.0,8.5,,25.0
"Spider-Man: Homecoming, NBA Finals: Watch the Game",2017.0,,"['Short', ' Comedy', ' Sci-Fi']",3.0,7.3,,1480.0
Earthtastrophe,2016.0,NR,"['Action', ' Sci-Fi', ' Thriller']",82.0,4.3,,938.0
Aachi & Ssipak,2006.0,PG-13,"['Animation', ' Action', ' Comedy']",90.0,6.8,,1748.0
Fudgy Wudgy Fudge Face,2010.0,NR,"['Adventure', ' Comedy', ' Fantasy']",130.0,6.5,,61.0
Pod,2015.0,R,"['Horror', ' Mystery', ' Sci-Fi']",78.0,4.4,,3616.0
Mortal Kombat: Shaolin Monks,2005.0,PG-13,"['Action', ' Adventure', ' Fantasy']",,7.5,,882.0
Battlestar Galactica: The Face of the Enemy,2008.0,,"['Short', ' Drama', ' Sci-Fi']",3.0,7.5,,3739.0
Lake Eerie,2016.0,NC-17,"['Horror', ' Sci-Fi', ' Thriller']",104.0,4.6,,4882.0
Reflect,,,"['Comedy', ' Sci-Fi', ' Thriller']",,,,
Venomous,2001.0,PG-13,"['Action', ' Drama', ' Horror']",97.0,3.9,,1134.0
Alien Abduction,2005.0,R,"['Horror', ' Sci-Fi', ' Thriller']",96.0,2.6,,1430.0
1984 - BBC Live TV Productions,1954.0,,['Sci-Fi'],64.0,7.8,,54.0
The Girl from Monday,2005.0,R,"['Action', ' Comedy', ' Sci-Fi']",84.0,5.3,45.0,1073.0
Pacific Rim: Shatterdome Strike,2019.0,,"['Short', ' Sci-Fi']",5.0,6.5,,33.0
Thorp,2020.0,,"['Comedy', ' Drama', ' Romance']",103.0,5.6,,98.0
Destination Marfa,2021.0,,['Sci-Fi'],97.0,4.7,,1621.0
Call Me Tonight,1986.0,,"['Animation', ' Short', ' Comedy']",30.0,5.7,,197.0
Kamen Rider Ex-Aid,2016.0,PG,"['Action', ' Adventure', ' Comedy']",24.0,7.9,,442.0
Octopus 2: River of Fear,2001.0,R,"['Action', ' Adventure', ' Horror']",91.0,3.0,,1027.0
Limetown,2015.0,,"['Mystery', ' Sci-Fi', ' Thriller']",,7.9,,25.0
Detroit Evolution,2020.0,,"['Romance', ' Sci-Fi']",75.0,6.5,,236.0
Gamera vs. Guiron,1969.0,NR,"['Action', ' Adventure', ' Family']",80.0,4.2,,2777.0
In My Room,2018.0,NC-17,"['Drama', ' Sci-Fi']",119.0,6.2,84.0,1105.0
Monster from Green Hell,1957.0,G,"['Horror', ' Sci-Fi']",71.0,3.6,,1178.0
Tank Girl,,,"['Action', ' Comedy', ' Sci-Fi']",,,,
Doraemon the Movie: Nobita and the Green Giant Legend,2008.0,,"['Animation', ' Adventure', ' Comedy']",112.0,6.4,,727.0
Neurotica.,2019.0,,['Sci-Fi'],,7.3,,39.0
Monolith,2022.0,,"['Sci-Fi', ' Thriller']",,,,
Diamond Cobra vs the White Fox,2015.0,,"['Action', ' Crime', ' Fantasy']",113.0,2.2,,2595.0
Kamen Rider Den-O,2007.0,PG,"['Action', ' Adventure', ' Comedy']",25.0,7.6,,470.0
O Garoto Bugiganga,1995.0,,"['Animation', ' Adventure', ' Comedy']",30.0,5.6,,111.0
The Invisible Man,2017.0,,['Sci-Fi'],88.0,3.5,,199.0
Code Geass: Lelouch of the Rebellion I - Initiation,2017.0,,"['Animation', ' Action', ' Sci-Fi']",135.0,7.3,,531.0
Riley Parra: Better Angels,2019.0,NC-17,"['Drama', ' Sci-Fi']",111.0,6.4,,54.0
Sci-Fi High: The Movie Musical,2010.0,NR,"['Comedy', ' Horror', ' Musical']",92.0,3.8,,74.0
In the Shadows,2020.0,G,"['Drama', ' Sci-Fi']",94.0,6.1,,290.0
Space Probe Taurus,1965.0,NR,"['Horror', ' Sci-Fi']",81.0,3.8,,464.0
Lake Artifact,2019.0,,"['Comedy', ' Horror', ' Sci-Fi']",96.0,4.3,,457.0
The Boy from Space,1971.0,,"['Adventure', ' Drama', ' Family']",,8.3,,105.0
Fear Chamber,1971.0,NR,"['Horror', ' Sci-Fi', ' Thriller']",88.0,3.4,,458.0
Second Time Around,2002.0,,"['Drama', ' Fantasy', ' Romance']",99.0,6.4,,341.0
The Jimmy Timmy Power Hour,2004.0,G,"['Animation', ' Adventure', ' Comedy']",50.0,6.7,,1576.0
A Living Dog,2019.0,,"['Action', ' Sci-Fi']",94.0,5.1,,194.0
Concrete Utopia,,,"['Drama', ' Sci-Fi', ' Thriller']",,,,
Hacked,2016.0,NR,"['Action', ' Sci-Fi', ' Thriller']",88.0,5.9,,100.0
The Gamma People,1956.0,G,"['Drama', ' Horror', ' Sci-Fi']",76.0,5.3,,654.0
Bigfoot vs Megalodon,2021.0,,"['Adventure', ' Comedy', ' Sci-Fi']",71.0,3.1,,131.0
Heroic Trio 2: Executioners,1993.0,NR,"['Action', ' Sci-Fi', ' Thriller']",101.0,5.8,,1246.0
Zero,2021.0,,"['Crime', ' Drama', ' Sci-Fi']",90.0,4.8,,126.0
Dark Breed,1996.0,R,"['Action', ' Horror', ' Sci-Fi']",104.0,4.2,,652.0
Adbhutham,2021.0,,"['Romance', ' Sci-Fi']",141.0,7.5,,1445.0
Whatever Happened to... Robot Jones?,2002.0,G,"['Animation', ' Short', ' Adventure']",30.0,6.4,,705.0
Garm Wars: The Last Druid,2014.0,PG-13,"['Action', ' Sci-Fi', ' Thriller']",92.0,4.8,,1363.0
RoboGeisha,2009.0,NC-17,"['Action', ' Comedy', ' Sci-Fi']",102.0,5.2,,2588.0
Maayavan,2017.0,NR,"['Action', ' Crime', ' Mystery']",127.0,7.2,,4085.0
Giant God Warrior Appears in Tokyo,2012.0,,"['Animation', ' Short', ' Action']",10.0,6.6,,491.0
"I Killed Einstein, Gentlemen",1970.0,,"['Comedy', ' Romance', ' Sci-Fi']",95.0,6.8,,524.0
Tales from the Crapper,2004.0,,"['Comedy', ' Drama', ' Fantasy']",90.0,3.8,,693.0
Birdy the Mighty Decode,2008.0,PG-13,"['Animation', ' Action', ' Comedy']",,7.3,,337.0
Salomé,2001.0,,"['Drama', ' Fantasy', ' Romance']",45.0,7.2,,224.0
The Birthday,2004.0,,"['Comedy', ' Horror', ' Mystery']",100.0,5.8,,482.0
Jaws 19,2015.0,,"['Action', ' Horror', ' Sci-Fi']",63.0,6.4,,2161.0
Space: 1899,2004.0,,"['Comedy', ' Sci-Fi', ' Short']",4.0,6.7,,80.0
Anthem,2009.0,,"['Short', ' Sci-Fi']",7.0,6.2,,12.0
Quantum and Woody,,,"['Action', ' Adventure', ' Comedy']",,,,
She,2001.0,,"['Action', ' Adventure', ' Fantasy']",94.0,3.5,,163.0
War of the Worlds: Goliath,2012.0,PG-13,"['Animation', ' Action', ' Adventure']",85.0,5.4,33.0,1201.0
Liquid Television,1991.0,PG-13,"['Animation', ' Comedy', ' Crime']",30.0,8.1,,930.0
Watchers III,1994.0,R,"['Sci-Fi', ' Horror']",84.0,3.6,,798.0
Another World,2014.0,,"['Action', ' Horror', ' Sci-Fi']",99.0,4.4,,6134.0
Doctor Who: Time War,2017.0,,['Sci-Fi'],,,,
Dislyte,2022.0,,"['Action', ' Fantasy', ' Music']",,8.1,,12.0
Detective Pikachu,2016.0,G,"['Adventure', ' Crime', ' Family']",,6.7,,80.0
API Cybersecurity 101,2021.0,,['Sci-Fi'],,9.4,,274.0
Mobile Suit Gundam: The Origin II - Artesia's Sorrow,2015.0,PG-13,"['Animation', ' Action', ' Drama']",60.0,7.6,,484.0
Second Nature,2003.0,NR,"['Drama', ' Mystery', ' Sci-Fi']",90.0,5.4,,807.0
Future Cop,1976.0,,"['Action', ' Crime', ' Drama']",60.0,5.9,,103.0
Sonic Mania Plus,2018.0,G,"['Action', ' Adventure', ' Family']",,8.5,,1226.0
Thundercats,,,"['Animation', ' Action', ' Adventure']",,,,
Blue Flame,1993.0,R,"['Drama', ' Sci-Fi']",88.0,4.3,,125.0
G.I. Joe: Resolute,2009.0,PG-13,"['Animation', ' Action', ' Sci-Fi']",60.0,7.5,,924.0
Altered Hours,2016.0,NC-17,"['Sci-Fi', ' Thriller']",101.0,4.7,,512.0
Earth II,1971.0,G,['Sci-Fi'],100.0,5.6,,358.0
Rio 2096: A Story of Love and Fury,2013.0,,"['Animation', ' Action', ' Adventure']",74.0,7.1,,1747.0
Omikron: The Nomad Soul,1999.0,,"['Action', ' Adventure', ' Fantasy']",,7.7,,248.0
Empire of the Dark,1990.0,NR,"['Action', ' Adventure', ' Horror']",93.0,4.8,,197.0
Jesse James Meets Frankenstein's Daughter,1966.0,G,"['Horror', ' Sci-Fi', ' Western']",88.0,3.3,,1930.0
Lego Star Wars: Droid Tales,2015.0,,"['Animation', ' Action', ' Adventure']",23.0,7.4,,917.0
Defiance: The Lost Ones,2014.0,,"['Action', ' Drama', ' Sci-Fi']",,7.5,,117.0
Emmanuelle: A Time to Dream,1994.0,,"['Romance', ' Sci-Fi']",93.0,4.3,,395.0
Warlords,1988.0,R,"['Action', ' Sci-Fi']",87.0,4.1,,288.0
Doraemon: Nobita's Version of Saiyuki,1988.0,,"['Animation', ' Adventure', ' Family']",90.0,6.8,,319.0
Gamera vs. Barugon,1966.0,NR,"['Action', ' Adventure', ' Fantasy']",106.0,5.0,,2560.0
Mutant Species,1995.0,R,"['Horror', ' Sci-Fi']",100.0,3.3,,370.0
Battle for Skyark,2017.0,PG-13,"['Action', ' Adventure', ' Fantasy']",88.0,2.7,,1965.0
Timeless,2016.0,,"['Comedy', ' Drama', ' History']",108.0,3.4,,75.0
Bombshell,1997.0,R,"['Sci-Fi', ' Thriller']",98.0,3.9,,256.0
Attack of the Sabertooth,2005.0,R,"['Action', ' Adventure', ' Comedy']",90.0,2.7,,1285.0
Hungry Shark Evolution,2012.0,PG-13,"['Action', ' Adventure', ' Comedy']",,7.4,,77.0
Iron Man 2,2010.0,PG-13,"['Action', ' Adventure', ' Crime']",,6.1,,979.0
Super Bobrovs 2 (2016),2018.0,,"['Comedy', ' Family', ' Fantasy']",90.0,4.0,,134.0
Mobile Suit Gundam Thunderbolt,2015.0,,['Sci-Fi'],,7.6,,35.0
Arcadia,2016.0,,"['Action', ' Sci-Fi', ' Thriller']",90.0,4.1,,305.0
The Man with Two Heads,1972.0,PG,"['Horror', ' Sci-Fi']",80.0,4.1,,269.0
She Demons,1958.0,G,"['Horror', ' Sci-Fi']",77.0,4.5,,694.0
Play for Tomorrow,1982.0,,"['Drama', ' Sci-Fi']",60.0,7.0,,25.0
Project M7,1953.0,,"['Drama', ' Sci-Fi']",86.0,5.6,,161.0
Paper Man,1971.0,NR,"['Drama', ' Mystery', ' Sci-Fi']",75.0,5.9,,451.0
Wizardream,,,"['Fantasy', ' Sci-Fi']",,,,
Doom Patrol,2013.0,,"['Animation', ' Short', ' Action']",1.0,7.9,,88.0
Chest,2022.0,,"['Crime', ' Horror', ' Sci-Fi']",95.0,,,
The Mad Monster,1942.0,G,"['Drama', ' Horror', ' Romance']",77.0,3.5,,1783.0
Speed of Life,2019.0,,"['Drama', ' Mystery', ' Sci-Fi']",76.0,4.8,,315.0
1313: UFO Invasion,2012.0,NR,['Sci-Fi'],84.0,1.9,,202.0
Frankenstein: The College Years,1991.0,NR,"['Sci-Fi', ' Comedy']",100.0,4.6,,298.0
Probe,1988.0,,"['Comedy', ' Crime', ' Mystery']",60.0,8.1,,203.0
The Jetsons & WWE: Robo-WrestleMania!,2017.0,PG,"['Animation', ' Comedy', ' Family']",81.0,5.6,,372.0
Captain America: Super Soldier,2011.0,PG-13,"['Action', ' Adventure', ' Fantasy']",,7.0,,773.0
A Fúria do Raio,1966.0,NR,"['Adventure', ' Sci-Fi']",94.0,4.9,,319.0
Supercollider,2013.0,,"['Action', ' Adventure', ' Drama']",90.0,3.6,,498.0
The Rackaracka,2013.0,NC-17,"['Action', ' Comedy', ' Fantasy']",,8.9,,101.0
The Third Planet,1991.0,,['Sci-Fi'],99.0,5.7,,126.0
Crash Bandicoot: The Wrath of Cortex,2001.0,G,"['Action', ' Adventure', ' Comedy']",,7.7,,1516.0
True Bloodthirst,2012.0,PG-13,"['Action', ' Horror', ' Sci-Fi']",90.0,4.1,,1661.0
Another Day,2001.0,PG,"['Drama', ' Sci-Fi', ' Thriller']",90.0,5.6,,784.0
For the Blinds,2014.0,,"['Adventure', ' Fantasy', ' Sci-Fi']",90.0,6.4,,17.0
The Companion,1994.0,R,"['Romance', ' Sci-Fi', ' Thriller']",94.0,5.6,,261.0
Turn-A Gundam,1999.0,PG,"['Animation', ' Action', ' Adventure']",,7.5,,343.0
The Calculator,2014.0,,"['Action', ' Sci-Fi', ' Thriller']",82.0,4.5,,1237.0
Dystopia,2018.0,R,['Sci-Fi'],97.0,2.9,,439.0
Project Shadowchaser III,1995.0,R,"['Action', ' Horror', ' Sci-Fi']",99.0,3.6,,490.0
Fan-O-Rama,2016.0,,"['Short', ' Comedy', ' Sci-Fi']",32.0,6.3,,154.0
P-51 Dragon Fighter,2014.0,,"['Action', ' Fantasy', ' Sci-Fi']",85.0,2.8,,665.0
Curious George 3: Back to the Jungle,2015.0,G,"['Animation', ' Adventure', ' Comedy']",81.0,5.5,,611.0
Full Moon Fright Night,2002.0,,"['Comedy', ' Drama', ' Fantasy']",120.0,6.8,,62.0
King Dinosaur,1955.0,NR,"['Adventure', ' Sci-Fi']",63.0,2.1,,1499.0
Ark Exitus,2020.0,NR,"['Short', ' Action', ' Sci-Fi']",40.0,8.3,,21.0
Pale Blue Moon,2002.0,,['Sci-Fi'],86.0,4.1,,168.0
X: The End Time,,,"['Drama', ' Sci-Fi', ' Thriller']",98.0,,,
Fullmetal Alchemist: Lament of Dreams,2020.0,,"['Short', ' Action', ' Adventure']",43.0,6.5,,8.0
Dracula,,,"['Horror', ' Sci-Fi', ' Western']",,,,
Outer Wilds,2019.0,,"['Adventure', ' Mystery', ' Sci-Fi']",,8.7,,523.0
Body of the Prey,1967.0,NR,"['Horror', ' Sci-Fi']",94.0,2.7,,623.0
Hunting the Phantom,2014.0,,"['Action', ' Adventure', ' Sci-Fi']",120.0,3.0,,310.0
Alien Xmas,2020.0,G,"['Animation', ' Short', ' Adventure']",40.0,6.2,,1301.0
Rage,2011.0,PG-13,"['Action', ' Adventure', ' Sci-Fi']",,7.2,,1646.0
XX,2016.0,,"['Short', ' Sci-Fi']",9.0,,,
Sputum,2022.0,,['Sci-Fi'],,,,
Murder by Moonlight,1989.0,PG-13,"['Mystery', ' Sci-Fi']",100.0,4.5,,268.0
A Million Days,2023.0,,['Sci-Fi'],,,,
Axcellerator,2020.0,NR,"['Action', ' Sci-Fi']",91.0,4.3,,1791.0
Follow the Dead,2020.0,,"['Comedy', ' Drama', ' Horror']",96.0,7.6,,65.0
Frankenstein,2007.0,,"['Drama', ' Horror', ' Sci-Fi']",90.0,4.7,,363.0
Alien Hunger,2017.0,,"['Comedy', ' Horror', ' Sci-Fi']",90.0,3.7,,129.0
Anonymous Rex,2004.0,NR,"['Action', ' Comedy', ' Sci-Fi']",89.0,4.2,,936.0
Read All About It!,1979.0,,"['Adventure', ' Family', ' Fantasy']",15.0,8.2,,153.0
Lego Star Wars: The Complete Saga,2007.0,PG,"['Action', ' Adventure', ' Comedy']",,8.7,,4290.0
Clang Invasion,2007.0,,"['Animation', ' Comedy', ' Sci-Fi']",22.0,4.9,,127.0
Pulse,2017.0,NC-17,"['Drama', ' Fantasy', ' Horror']",84.0,5.6,,161.0
The Silencers,1996.0,R,"['Action', ' Sci-Fi']",103.0,4.7,,515.0
Babylon 5: The Legend of the Rangers: To Live and Die in Starlight,2002.0,NR,"['Action', ' Adventure', ' Sci-Fi']",90.0,6.0,,4174.0
Special,2006.0,R,"['Comedy', ' Drama', ' Sci-Fi']",81.0,6.8,57.0,5711.0
Red Mars,,,['Sci-Fi'],60.0,,,
A Thousand Kisses Deep,2011.0,NR,"['Romance', ' Sci-Fi', ' Thriller']",84.0,5.0,,499.0
Invention for Destruction,1958.0,NR,"['Animation', ' Adventure', ' Fantasy']",83.0,7.5,,2430.0
Assassination Classroom: The Graduation,2016.0,PG-13,"['Action', ' Adventure', ' Comedy']",118.0,5.7,,845.0
Galaxy Express 999,1979.0,PG,"['Animation', ' Action', ' Adventure']",129.0,7.4,,2104.0
Skin,2019.0,,"['Short', ' Sci-Fi']",12.0,7.4,,19.0
Adventure Time: Fionna & Cake,,,"['Animation', ' Action', ' Adventure']",30.0,,,
Gemini Division,2008.0,,['Sci-Fi'],,5.3,,155.0
Empress,,,"['Action', ' Adventure', ' Drama']",,,,
Marilyn's Dark Paradise,2022.0,,"['Short', ' Drama', ' Sci-Fi']",,,,
Zeiram,1991.0,,"['Action', ' Adventure', ' Comedy']",92.0,6.4,,689.0
Nightbeasts,2010.0,,"['Horror', ' Sci-Fi']",80.0,6.6,,2123.0
Supergirl,2020.0,,"['Short', ' Music', ' Sci-Fi']",5.0,6.9,,18.0
Deep Space,2018.0,,['Sci-Fi'],73.0,4.0,,148.0
Space Police,1986.0,,"['Action', ' Crime', ' Family']",52.0,5.9,,46.0
Sin: The Movie,2000.0,PG-13,"['Animation', ' Action', ' Drama']",60.0,4.8,,463.0
Gamera vs. Zigra,1971.0,NR,"['Action', ' Adventure', ' Family']",87.0,3.5,,1672.0
Death Racers,2008.0,R,"['Action', ' Comedy', ' Horror']",92.0,2.4,,1179.0
She Devil,1957.0,G,"['Crime', ' Horror', ' Sci-Fi']",77.0,5.6,,435.0
Side Project,,,"['Fantasy', ' Horror', ' Sci-Fi']",,,,
Cyborg 3: The Recycler,1994.0,R,"['Action', ' Sci-Fi', ' Thriller']",90.0,3.5,,869.0
Five,1951.0,G,"['Drama', ' Horror', ' Sci-Fi']",93.0,6.3,,1352.0
My Life as a Teenage Robot: Escape from Cluster Prime,2005.0,PG,"['Animation', ' Action', ' Adventure']",47.0,8.6,,97.0
Martians Go Home,1989.0,PG-13,"['Comedy', ' Sci-Fi']",89.0,3.1,,795.0
Time Travelers,1976.0,,"['Adventure', ' Sci-Fi', ' Thriller']",78.0,5.9,,466.0
The Liberation of Cherry Janowski,1976.0,R,"['Comedy', ' Sci-Fi']",86.0,4.6,,130.0
My Best Friend Is an Alien,1999.0,,"['Comedy', ' Family', ' Sci-Fi']",,6.2,,183.0
Snakeman,2005.0,R,"['Comedy', ' Fantasy', ' Horror']",120.0,2.9,,1002.0
Half Human,1958.0,,"['Horror', ' Sci-Fi']",63.0,3.8,,421.0
Stories from My Childhood,1998.0,,"['Animation', ' Family', ' Fantasy']",30.0,7.7,,156.0
The Dark Knight Rises,2012.0,,"['Action', ' Adventure', ' Crime']",,7.8,,388.0
Kikai Sentai Zenkaiger,2021.0,PG,"['Action', ' Adventure', ' Comedy']",25.0,7.4,,92.0
Pig,2011.0,NR,"['Drama', ' Mystery', ' Sci-Fi']",90.0,5.8,,628.0
Slaughterhouse-Five,,,"['Comedy', ' Drama', ' Sci-Fi']",,,,
Swamp Thing,1990.0,,"['Animation', ' Action', ' Adventure']",30.0,6.2,,344.0
Retrograde,2004.0,R,"['Action', ' Sci-Fi']",93.0,3.1,,1675.0
Alien Attack,1976.0,,"['Drama', ' Sci-Fi']",104.0,6.3,,190.0
Lego Jurassic World: The Secret Exhibit,2018.0,G,"['Animation', ' Action', ' Adventure']",48.0,6.2,,270.0
Collision Course,2012.0,,"['Action', ' Adventure', ' Drama']",90.0,3.4,,563.0
Galtar and the Golden Lance,1985.0,,"['Action', ' Animation', ' Fantasy']",30.0,7.2,,246.0
Fantastic Voyage,1968.0,,"['Adventure', ' Animation', ' Sci-Fi']",30.0,7.3,,211.0
T Is for Turbo,2011.0,,"['Short', ' Action', ' Comedy']",6.0,6.9,,713.0
Back to the Future: The Game,2010.0,PG-13,"['Action', ' Adventure', ' Comedy']",,8.0,,696.0
The Secret Kingdom,1998.0,PG,"['Adventure', ' Sci-Fi']",90.0,4.8,,238.0
The Day the Sky Exploded,1958.0,NR,['Sci-Fi'],82.0,4.5,,739.0
Green Lantern: Rise of the Manhunters,2011.0,PG-13,"['Action', ' Adventure', ' Fantasy']",,6.2,,444.0
Alien: Harvest,2019.0,,"['Short', ' Horror', ' Sci-Fi']",9.0,6.4,,731.0
Hidden Reserves,2016.0,,['Sci-Fi'],96.0,5.2,,275.0
Doorways,1994.0,NR,['Sci-Fi'],120.0,5.4,,252.0
Heavy Object,2015.0,NC-17,"['Animation', ' Action', ' Comedy']",24.0,6.4,,186.0
Erro Fatal,1999.0,,"['Action', ' Mystery', ' Sci-Fi']",91.0,4.2,,644.0
Princess Warrior,1989.0,R,"['Comedy', ' Romance', ' Sci-Fi']",83.0,2.6,,232.0
Alternate,,,"['Drama', ' Mystery', ' Sci-Fi']",,,,
Dragon Ball: Xenoverse 2,2016.0,PG-13,"['Animation', ' Action', ' Adventure']",,7.0,,436.0
The Incredible Petrified World,1959.0,G,"['Action', ' Adventure', ' Sci-Fi']",70.0,3.1,,1177.0
Metal Tornado,2011.0,PG,"['Action', ' Sci-Fi', ' Thriller']",90.0,3.2,,1610.0
Doctor Who Redacted,2022.0,,['Sci-Fi'],,8.2,,7.0
Viss Norm,2021.0,,"['Drama', ' Sci-Fi']",,8.3,,15.0
Dragon Ball: The Magic Begins,1991.0,,"['Action', ' Fantasy', ' Sci-Fi']",86.0,4.1,,1189.0
Zak Storm,2016.0,G,"['Animation', ' Action', ' Adventure']",22.0,6.6,,182.0
Sonic the Hedgehog: The Movie,1996.0,NR,"['Animation', ' Action', ' Adventure']",60.0,6.3,,2067.0
Specimen,1996.0,R,['Sci-Fi'],85.0,4.1,,474.0
Toxic Crusaders,1991.0,G,"['Animation', ' Action', ' Comedy']",24.0,6.6,,528.0
Space Wars: Quest for the Deepstar,,,['Sci-Fi'],,,,
Wing Commander Academy,1996.0,G,"['Animation', ' Action', ' Adventure']",22.0,6.7,,171.0
Mandroid,1993.0,R,"['Action', ' Sci-Fi']",81.0,4.1,,564.0
Dream Master: The Erotic Invader,1996.0,R,"['Sci-Fi', ' Thriller']",86.0,4.6,,229.0
Armageddon Tales,2021.0,PG,"['Action', ' Sci-Fi']",96.0,3.4,,297.0
Arcadia of My Youth,1982.0,NR,"['Animation', ' Action', ' Adventure']",130.0,7.1,,930.0
Socket,2007.0,NR,"['Drama', ' Romance', ' Sci-Fi']",93.0,4.3,,586.0
Futuresport,1998.0,R,"['Action', ' Sci-Fi', ' Sport']",91.0,4.1,,2974.0
Untamed Women,1952.0,G,"['Adventure', ' Sci-Fi', ' War']",70.0,3.7,,206.0
Darkwing Duck,,,"['Animation', ' Action', ' Adventure']",,,,
Eyes Behind the Stars,1978.0,NR,"['Crime', ' Horror', ' Mystery']",92.0,3.9,,441.0
The Dark Knight's First Night,1992.0,NR,"['Animation', ' Short', ' Action']",2.0,7.8,,929.0
It Happened Here,1964.0,NR,"['Drama', ' Sci-Fi', ' War']",93.0,6.7,,1181.0
Doraemon: Nobita and the Spiral City,1997.0,,"['Animation', ' Adventure', ' Comedy']",99.0,6.4,,218.0
Diverge,2016.0,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",85.0,4.6,,820.0
Ten Minutes Older: The Cello,2002.0,,"['Drama', ' Music', ' Musical']",146.0,6.6,,1793.0
Star Trek: Horizon,2016.0,,"['Action', ' Adventure', ' Sci-Fi']",102.0,5.8,,634.0
Ultraseven X,2007.0,PG-13,"['Action', ' Adventure', ' Drama']",25.0,7.1,,81.0
Ghost Rider,1999.0,,"['Action', ' Adventure', ' Sci-Fi']",,5.0,,57.0
Cinema Insomnia with Mr. Lobo,2001.0,,"['Action', ' Comedy', ' Drama']",120.0,7.7,,85.0
Taking Earth,2017.0,NR,['Sci-Fi'],100.0,2.7,,1189.0
Magic Crystal,1986.0,,"['Action', ' Adventure', ' Comedy']",95.0,5.9,,543.0
Atomic Shark,2016.0,,"['Action', ' Adventure', ' Comedy']",90.0,2.7,,313.0
Watch Dogs,2013.0,,"['Short', ' Action', ' Sci-Fi']",7.0,8.4,,26.0
Die Now,2017.0,,"['Action', ' Fantasy', ' Horror']",,8.4,,30.0
Les invincibles,2005.0,,"['Comedy', ' Sci-Fi']",,8.5,,807.0
City of Scars,2010.0,,"['Short', ' Action', ' Crime']",30.0,7.0,,674.0
The Amazing Colossal Woman,2016.0,,"['Adventure', ' Drama', ' Fantasy']",65.0,5.8,,21.0
Dirty Pair,1985.0,PG-13,"['Animation', ' Action', ' Adventure']",25.0,7.3,,214.0
Rise,2016.0,NR,"['Short', ' Fantasy', ' Mystery']",5.0,6.8,,732.0
Darkstalkers,1995.0,G,"['Animation', ' Action', ' Comedy']",,4.1,,215.0
Lizard Man,2012.0,NR,['Sci-Fi'],81.0,5.0,,76.0
Macross Delta,2015.0,,"['Animation', ' Action', ' Sci-Fi']",24.0,5.9,,169.0
The Cathedral,2002.0,,"['Animation', ' Short', ' Sci-Fi']",7.0,7.3,,4667.0
Star Trek: Odyssey,2007.0,,"['Short', ' Sci-Fi']",,6.1,,108.0
My Date with a Vampire,1998.0,,"['Action', ' Drama', ' Horror']",,8.2,,81.0
Sailor Moon R: The Movie: The Promise of the Rose,1993.0,PG-13,"['Animation', ' Action', ' Comedy']",61.0,7.7,,2632.0
Russian sleep experiment,2019.0,,"['Short', ' Horror', ' Sci-Fi']",7.0,8.5,,434.0
Cubix: Robots for Everyone,2001.0,G,"['Animation', ' Family', ' Sci-Fi']",24.0,6.0,,456.0
Cidade Chuvosa,2011.0,,"['Animation', ' Short', ' Adventure']",10.0,6.9,,427.0
Hidden Springs,,,"['Drama', ' Mystery', ' Sci-Fi']",,,,
Miami Magma,2011.0,PG-13,"['Sci-Fi', ' Thriller']",87.0,3.2,,922.0
